WARN: Client connection error: Connection reset
ETR at step 1 = 1.9999999999999973
ETR at step 2 = 6.0
ETR at step 3 = 8.999999999999998
ETR at step 4 = 12.000000000000004
ETR at step 5 = 15.000000000000004
ETR at step 6 = 18.999999999999993
ETR at step 7 = 23.0
ETR at step 8 = 26.0
ETR at step 9 = 28.0
ETR at step 10 = 30.000000000000004
ETR at step 11 = 32.0
ETR at step 12 = 36.999999999999986
ETR at step 13 = 40.99999999999999
ETR at step 14 = 42.999999999999986
ETR at step 15 = 45.0
ETR at step 16 = 46.00000000000001
ETR at step 17 = 46.0
ETR at step 18 = 45.99999999999999
ETR at step 19 = 46.0
ETR at step 20 = 45.999999999999986
ETR at step 21 = 46.00000000000001
ETR at step 22 = 45.99999999999999
ETR at step 23 = 45.99999999999999
ETR at step 24 = 46.0
ETR at step 25 = 45.99999999999999
ETR at step 26 = 45.999999999999986
ETR at step 27 = 46.0
ETR at step 28 = 46.99999999999998
ETR at step 29 = 47.0
ETR at step 30 = 47.0
ETR at step 31 = 47.00000000000001
ETR at step 32 = 47.0
ETR at step 33 = 46.99999999999999
ETR at step 34 = 47.0
ETR at step 35 = 46.99999999999998
ETR at step 36 = 46.99999999999999
ETR at step 37 = 46.99999999999999
ETR at step 38 = 46.99999999999999
ETR at step 39 = 47.0
ETR at step 40 = 47.0
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 3.0000000000000027
ETR at step 2 = 8.000000000000004
ETR at step 3 = 12.999999999999996
ETR at step 4 = 17.00000000000001
ETR at step 5 = 20.000000000000004
ETR at step 6 = 22.0
ETR at step 7 = 26.0
ETR at step 8 = 29.0
ETR at step 9 = 29.0
ETR at step 10 = 29.000000000000004
ETR at step 11 = 29.999999999999993
ETR at step 12 = 29.99999999999999
ETR at step 13 = 30.000000000000007
ETR at step 14 = 29.99999999999999
ETR at step 15 = 31.000000000000007
ETR at step 16 = 31.0
ETR at step 17 = 30.999999999999993
ETR at step 18 = 32.0
ETR at step 19 = 34.00000000000001
ETR at step 20 = 36.999999999999986
ETR at step 21 = 41.000000000000014
ETR at step 22 = 45.0
ETR at step 23 = 46.0
ETR at step 24 = 46.0
ETR at step 25 = 47.0
ETR at step 26 = 46.99999999999998
ETR at step 27 = 47.0
ETR at step 28 = 46.999999999999986
ETR at step 29 = 46.99999999999999
ETR at step 30 = 47.0
ETR at step 31 = 47.0
ETR at step 32 = 46.99999999999999
ETR at step 33 = 47.0
ETR at step 34 = 47.0
ETR at step 35 = 46.999999999999986
ETR at step 36 = 47.0
ETR at step 37 = 46.99999999999999
ETR at step 38 = 46.99999999999999
ETR at step 39 = 47.99999999999999
ETR at step 40 = 48.0
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 3.0000000000000027
ETR at step 2 = 8.000000000000005
ETR at step 3 = 10.999999999999995
ETR at step 4 = 11.000000000000009
ETR at step 5 = 11.0
ETR at step 6 = 11.0
ETR at step 7 = 11.000000000000005
ETR at step 8 = 11.999999999999998
ETR at step 9 = 12.000000000000005
ETR at step 10 = 11.999999999999998
ETR at step 11 = 11.999999999999996
ETR at step 12 = 12.0
ETR at step 13 = 11.999999999999995
ETR at step 14 = 11.999999999999993
ETR at step 15 = 13.0
ETR at step 16 = 13.0
ETR at step 17 = 13.000000000000005
ETR at step 18 = 12.999999999999996
ETR at step 19 = 12.999999999999998
ETR at step 20 = 12.999999999999996
ETR at step 21 = 12.999999999999996
ETR at step 22 = 14.0
ETR at step 23 = 13.999999999999998
ETR at step 24 = 14.000000000000004
ETR at step 25 = 14.000000000000002
ETR at step 26 = 13.999999999999995
ETR at step 27 = 13.999999999999995
ETR at step 28 = 13.999999999999996
ETR at step 29 = 14.0
ETR at step 30 = 13.999999999999998
ETR at step 31 = 14.0
ETR at step 32 = 13.999999999999996
ETR at step 33 = 15.000000000000002
ETR at step 34 = 14.999999999999998
ETR at step 35 = 15.0
ETR at step 36 = 15.0
ETR at step 37 = 16.0
ETR at step 38 = 16.0
ETR at step 39 = 16.0
ETR at step 40 = 17.0
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 4.000000000000003
ETR at step 2 = 9.000000000000002
ETR at step 3 = 13.0
ETR at step 4 = 15.000000000000009
ETR at step 5 = 17.000000000000004
ETR at step 6 = 19.999999999999996
ETR at step 7 = 21.999999999999996
ETR at step 8 = 24.0
ETR at step 9 = 29.0
ETR at step 10 = 33.0
ETR at step 11 = 35.999999999999986
ETR at step 12 = 38.0
ETR at step 13 = 40.0
ETR at step 14 = 41.99999999999999
ETR at step 15 = 44.00000000000001
ETR at step 16 = 46.99999999999999
ETR at step 17 = 50.00000000000001
ETR at step 18 = 53.0
ETR at step 19 = 56.0
ETR at step 20 = 60.0
ETR at step 21 = 63.0
ETR at step 22 = 62.999999999999986
ETR at step 23 = 63.00000000000001
ETR at step 24 = 63.00000000000001
ETR at step 25 = 63.00000000000001
ETR at step 26 = 63.0
ETR at step 27 = 64.0
ETR at step 28 = 65.0
ETR at step 29 = 66.0
ETR at step 30 = 66.0
ETR at step 31 = 67.00000000000001
ETR at step 32 = 67.0
ETR at step 33 = 67.0
ETR at step 34 = 68.0
ETR at step 35 = 68.0
ETR at step 36 = 68.0
ETR at step 37 = 68.00000000000001
ETR at step 38 = 69.0
ETR at step 39 = 69.00000000000001
ETR at step 40 = 70.0
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 2.0000000000000036
ETR at step 2 = 6.0
ETR at step 3 = 10.999999999999993
ETR at step 4 = 15.000000000000009
ETR at step 5 = 15.999999999999998
ETR at step 6 = 16.0
ETR at step 7 = 16.000000000000004
ETR at step 8 = 16.0
ETR at step 9 = 16.000000000000004
ETR at step 10 = 16.000000000000007
ETR at step 11 = 15.999999999999995
ETR at step 12 = 15.999999999999991
ETR at step 13 = 15.999999999999991
ETR at step 14 = 15.999999999999993
ETR at step 15 = 15.999999999999996
ETR at step 16 = 15.999999999999996
ETR at step 17 = 16.000000000000004
ETR at step 18 = 15.999999999999998
ETR at step 19 = 15.999999999999996
ETR at step 20 = 15.999999999999995
ETR at step 21 = 16.000000000000007
ETR at step 22 = 16.0
ETR at step 23 = 15.999999999999996
ETR at step 24 = 16.000000000000004
ETR at step 25 = 16.0
ETR at step 26 = 15.999999999999993
ETR at step 27 = 16.999999999999996
ETR at step 28 = 18.000000000000004
ETR at step 29 = 18.0
ETR at step 30 = 17.999999999999996
ETR at step 31 = 19.0
ETR at step 32 = 19.0
ETR at step 33 = 19.0
ETR at step 34 = 19.0
ETR at step 35 = 19.0
ETR at step 36 = 19.0
ETR at step 37 = 20.0
ETR at step 38 = 21.0
ETR at step 39 = 22.000000000000004
ETR at step 40 = 22.0
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 1.999999999999992
ETR at step 2 = 6.000000000000002
ETR at step 3 = 9.999999999999993
ETR at step 4 = 10.000000000000007
ETR at step 5 = 10.000000000000002
ETR at step 6 = 10.0
ETR at step 7 = 10.000000000000004
ETR at step 8 = 10.999999999999998
ETR at step 9 = 11.000000000000005
ETR at step 10 = 10.999999999999998
ETR at step 11 = 10.999999999999998
ETR at step 12 = 10.999999999999998
ETR at step 13 = 11.999999999999995
ETR at step 14 = 11.999999999999995
ETR at step 15 = 12.0
ETR at step 16 = 11.999999999999996
ETR at step 17 = 12.000000000000007
ETR at step 18 = 11.999999999999998
ETR at step 19 = 12.0
ETR at step 20 = 12.999999999999996
ETR at step 21 = 12.999999999999998
ETR at step 22 = 13.0
ETR at step 23 = 12.999999999999998
ETR at step 24 = 13.0
ETR at step 25 = 14.0
ETR at step 26 = 15.999999999999996
ETR at step 27 = 16.999999999999996
ETR at step 28 = 17.999999999999993
ETR at step 29 = 18.0
ETR at step 30 = 17.999999999999996
ETR at step 31 = 18.0
ETR at step 32 = 20.0
ETR at step 33 = 21.0
ETR at step 34 = 21.0
ETR at step 35 = 21.999999999999996
ETR at step 36 = 22.0
ETR at step 37 = 21.999999999999996
ETR at step 38 = 23.0
ETR at step 39 = 23.0
ETR at step 40 = 23.0
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 1.9999999999999973
ETR at step 2 = 6.0
ETR at step 3 = 8.999999999999998
ETR at step 4 = 9.000000000000002
ETR at step 5 = 10.0
ETR at step 6 = 10.0
ETR at step 7 = 10.000000000000002
ETR at step 8 = 10.0
ETR at step 9 = 10.0
ETR at step 10 = 11.000000000000004
ETR at step 11 = 12.0
ETR at step 12 = 11.999999999999998
ETR at step 13 = 11.999999999999993
ETR at step 14 = 11.999999999999993
ETR at step 15 = 12.0
ETR at step 16 = 11.999999999999998
ETR at step 17 = 12.000000000000002
ETR at step 18 = 11.999999999999996
ETR at step 19 = 12.0
ETR at step 20 = 11.999999999999996
ETR at step 21 = 12.0
ETR at step 22 = 12.0
ETR at step 23 = 13.0
ETR at step 24 = 13.000000000000004
ETR at step 25 = 13.000000000000004
ETR at step 26 = 12.999999999999993
ETR at step 27 = 12.999999999999996
ETR at step 28 = 12.999999999999995
ETR at step 29 = 13.0
ETR at step 30 = 12.999999999999998
ETR at step 31 = 13.0
ETR at step 32 = 13.0
ETR at step 33 = 13.000000000000002
ETR at step 34 = 12.999999999999996
ETR at step 35 = 14.0
ETR at step 36 = 14.0
ETR at step 37 = 15.0
ETR at step 38 = 15.0
ETR at step 39 = 15.0
ETR at step 40 = 15.0
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 3.0000000000000027
ETR at step 2 = 6.0000000000000036
ETR at step 3 = 9.999999999999995
ETR at step 4 = 15.000000000000007
ETR at step 5 = 20.000000000000007
ETR at step 6 = 22.999999999999993
ETR at step 7 = 26.0
ETR at step 8 = 28.000000000000004
ETR at step 9 = 30.0
ETR at step 10 = 34.00000000000001
ETR at step 11 = 39.0
ETR at step 12 = 42.99999999999998
ETR at step 13 = 45.99999999999999
ETR at step 14 = 49.99999999999998
ETR at step 15 = 55.00000000000001
ETR at step 16 = 61.0
ETR at step 17 = 63.000000000000014
ETR at step 18 = 65.0
ETR at step 19 = 66.99999999999999
ETR at step 20 = 70.99999999999999
ETR at step 21 = 75.99999999999999
ETR at step 22 = 81.0
ETR at step 23 = 84.99999999999999
ETR at step 24 = 88.0
ETR at step 25 = 90.0
ETR at step 26 = 93.0
ETR at step 27 = 97.00000000000003
ETR at step 28 = 99.99999999999999
ETR at step 29 = 103.99999999999999
ETR at step 30 = 109.00000000000001
ETR at step 31 = 113.0
ETR at step 32 = 117.00000000000001
ETR at step 33 = 120.99999999999999
ETR at step 34 = 126.0
ETR at step 35 = 129.99999999999997
ETR at step 36 = 132.99999999999997
ETR at step 37 = 140.0
ETR at step 38 = 143.99999999999997
ETR at step 39 = 147.0
ETR at step 40 = 149.0
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 4.000000000000003
ETR at step 2 = 9.000000000000002
ETR at step 3 = 9.999999999999998
ETR at step 4 = 10.000000000000005
ETR at step 5 = 10.000000000000002
ETR at step 6 = 10.0
ETR at step 7 = 10.000000000000005
ETR at step 8 = 10.0
ETR at step 9 = 10.000000000000004
ETR at step 10 = 10.000000000000002
ETR at step 11 = 9.000000000000002
ETR at step 12 = 8.999999999999993
ETR at step 13 = 8.999999999999995
ETR at step 14 = 8.999999999999993
ETR at step 15 = 9.000000000000002
ETR at step 16 = 9.999999999999998
ETR at step 17 = 11.000000000000009
ETR at step 18 = 10.999999999999998
ETR at step 19 = 11.0
ETR at step 20 = 10.999999999999998
ETR at step 21 = 12.0
ETR at step 22 = 13.0
ETR at step 23 = 12.999999999999998
ETR at step 24 = 14.000000000000004
ETR at step 25 = 16.000000000000004
ETR at step 26 = 15.999999999999996
ETR at step 27 = 14.999999999999996
ETR at step 28 = 14.999999999999995
ETR at step 29 = 14.999999999999998
ETR at step 30 = 14.999999999999998
ETR at step 31 = 15.0
ETR at step 32 = 14.999999999999996
ETR at step 33 = 15.0
ETR at step 34 = 15.000000000000004
ETR at step 35 = 15.0
ETR at step 36 = 15.0
ETR at step 37 = 15.0
ETR at step 38 = 15.0
ETR at step 39 = 15.0
ETR at step 40 = 14.999999999999998
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 1.999999999999992
ETR at step 2 = 6.000000000000002
ETR at step 3 = 10.999999999999995
ETR at step 4 = 17.000000000000007
ETR at step 5 = 21.000000000000004
ETR at step 6 = 22.999999999999993
ETR at step 7 = 25.0
ETR at step 8 = 29.000000000000004
ETR at step 9 = 32.99999999999999
ETR at step 10 = 39.00000000000001
ETR at step 11 = 44.0
ETR at step 12 = 48.0
ETR at step 13 = 50.99999999999999
ETR at step 14 = 52.99999999999999
ETR at step 15 = 57.0
ETR at step 16 = 59.99999999999999
ETR at step 17 = 64.99999999999999
ETR at step 18 = 68.99999999999999
ETR at step 19 = 71.00000000000001
ETR at step 20 = 71.99999999999999
ETR at step 21 = 72.0
ETR at step 22 = 72.00000000000001
ETR at step 23 = 72.0
ETR at step 24 = 72.0
ETR at step 25 = 72.00000000000001
ETR at step 26 = 71.99999999999999
ETR at step 27 = 72.00000000000001
ETR at step 28 = 71.99999999999999
ETR at step 29 = 72.00000000000003
ETR at step 30 = 71.99999999999997
ETR at step 31 = 72.0
ETR at step 32 = 72.00000000000001
ETR at step 33 = 72.00000000000001
ETR at step 34 = 71.99999999999999
ETR at step 35 = 72.99999999999999
ETR at step 36 = 74.0
ETR at step 37 = 74.0
ETR at step 38 = 76.0
ETR at step 39 = 79.0
ETR at step 40 = 81.0
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 3.0000000000000027
ETR at step 2 = 7.0
ETR at step 3 = 11.999999999999996
ETR at step 4 = 16.000000000000004
ETR at step 5 = 20.000000000000004
ETR at step 6 = 25.0
ETR at step 7 = 30.0
ETR at step 8 = 34.0
ETR at step 9 = 36.0
ETR at step 10 = 38.00000000000001
ETR at step 11 = 42.0
ETR at step 12 = 45.99999999999999
ETR at step 13 = 46.00000000000001
ETR at step 14 = 45.999999999999986
ETR at step 15 = 46.0
ETR at step 16 = 46.0
ETR at step 17 = 46.99999999999999
ETR at step 18 = 46.99999999999999
ETR at step 19 = 46.0
ETR at step 20 = 46.999999999999986
ETR at step 21 = 47.000000000000014
ETR at step 22 = 46.999999999999986
ETR at step 23 = 47.00000000000002
ETR at step 24 = 47.99999999999999
ETR at step 25 = 48.00000000000001
ETR at step 26 = 47.99999999999999
ETR at step 27 = 48.000000000000014
ETR at step 28 = 47.999999999999986
ETR at step 29 = 48.0
ETR at step 30 = 49.99999999999999
ETR at step 31 = 52.0
ETR at step 32 = 52.0
ETR at step 33 = 53.0
ETR at step 34 = 53.0
ETR at step 35 = 53.99999999999999
ETR at step 36 = 54.0
ETR at step 37 = 54.0
ETR at step 38 = 53.99999999999999
ETR at step 39 = 54.0
ETR at step 40 = 54.0
ETR at step 0 = 4.440892098500626E-16
ETR at step 1 = 3.0000000000000027
ETR at step 2 = 7.000000000000005
ETR at step 3 = 9.999999999999995
ETR at step 4 = 11.000000000000004
ETR at step 5 = 11.0
ETR at step 6 = 13.0
ETR at step 7 = 15.000000000000004
ETR at step 8 = 14.0
ETR at step 9 = 14.000000000000004
ETR at step 10 = 14.000000000000002
ETR at step 11 = 16.0
ETR at step 12 = 17.0
ETR at step 13 = 16.999999999999996
ETR at step 14 = 17.999999999999993
ETR at step 15 = 18.0
ETR at step 16 = 17.999999999999996
ETR at step 17 = 18.000000000000004
ETR at step 18 = 17.999999999999996
ETR at step 19 = 18.0
ETR at step 20 = 18.0
ETR at step 21 = 18.000000000000004
ETR at step 22 = 17.999999999999996
ETR at step 23 = 17.0
ETR at step 24 = 18.000000000000004
ETR at step 25 = 19.0
ETR at step 26 = 18.99999999999999
